ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600487.SH	20180502	22.6179	23.0451	22.3308	22.5829	21.7636	0.8192999999999984	3.7645	300367.65	971625.862	2.4198	3.5031	0.99	20.7949	18.9603	4.1638	1.6899	1.5831	0.3114	0.3114	135977.5587	124126.9065	85743.4017	4385276.2681	4003092.7346	0.007443685266285667
600487.SH	20180503	22.751	23.5493	22.4569	23.4372	22.5829	0.8543000000000021	3.783	278344.29	918439.416	2.2424	3.2462	0.89	21.5815	19.6775	4.3213	1.7538	1.643	0.3	0.3	135977.5587	124126.9065	85743.4017	4551168.8897	4154527.5606	-0.0005973409792978404
600487.SH	20180504	23.4232	23.8294	23.1781	23.3112	23.4372	-0.1260000000000012	-0.5376	222868.98	747089.6479999998	1.7955	2.5993	0.71	21.4654	19.5717	4.2981	1.7444	1.6341	0.3016	0.3016	135977.5587	124126.9065	85743.4017	4526692.9291	4132184.7174	0.003303133257833219
600487.SH	20180507	23.3882	23.7803	23.2131	23.5983	23.3112	0.2870999999999988	1.2316	222445.9	747149.3259999999	1.7921	2.5943	0.74	21.7298	19.8127	4.351	1.7659	1.6543	0.298	0.298	135977.5587	124126.9065	85743.4017	4582443.7282	4183076.7491	0.004746104592280032
600487.SH	20180508	23.7103	23.7593	23.3882	23.5563	23.5983	-0.041999999999998	-0.178	185075.2	622675.356	1.491	2.1585	0.68	21.6911	19.7775	4.3433	1.7627	1.6513	0.2985	0.2985	135977.5587	124126.9065	85743.4017	4574285.0747	4175629.1347	0.00029716041993018636
600487.SH	20180509	23.5633	23.6403	23.3392	23.4372	23.5563	-0.1190999999999995	-0.5056	112035.64	376139.236	0.9026	1.3066	0.46	21.5815	19.6775	4.3213	1.7538	1.643	0.3	0.3	135977.5587	124126.9065	85743.4017	4551168.8897	4154527.5606	0.005380335534961556
600487.SH	20180510	23.5633	24.1375	23.5633	23.8854	23.4372	0.4481999999999999	1.9123	225445.02	768713.985	1.8162	2.6293	1.1	21.9942	20.0538	4.4039	1.7873	1.6744	0.2944	0.2944	135977.5587	124126.9065	85743.4017	4638194.5273	4233968.7807	0.004102924799249708
600487.SH	20180511	23.9834	24.0044	23.4792	23.5633	23.8854	-0.3220999999999989	-1.3485	140467.08	474298.643	1.1316	1.6382	0.73	21.6976	19.7833	4.3446	1.7632	1.6518	0.2984	0.2984	135977.5587	124126.9065	85743.4017	4575644.8503	4176870.4037	0.040117470812662044
600487.SH	20180514	24.5086	24.6276	23.7733	23.8364	23.5633	0.2730999999999994	1.159	251799.57	868544.387	2.0286	2.9367	1.42	21.949	20.0126	4.3949	1.7837	1.671	0.295	0.295	135977.5587	124126.9065	85743.4017	4628676.0981	4225279.8973	0.009103723716668571
600487.SH	20180515	24.0534	24.2285	23.2482	23.7593	23.8364	-0.0771000000000015	-0.3235	255738.98	864047.3420000002	2.0603	2.9826	1.4	21.8781	19.948	4.3807	1.7779	1.6656	0.2959	0.2959	135977.5587	124126.9065	85743.4017	4613718.5667	4211625.9375	-0.008249401287074869
600487.SH	20180516	23.5633	23.7103	23.3812	23.4862	23.7593	-0.2730999999999994	-1.1494	154453.69	518440.458	1.2443	1.8013	0.78	21.6266	19.7187	4.3304	1.7575	1.6464	0.2994	0.2994	135977.5587	124126.9065	85743.4017	4560687.3188	4163216.444	0.0011964472754212457
600487.SH	20180517	23.5143	23.6193	23.1921	23.5353	23.4862	0.0490999999999992	0.2091	146148.43	488862.21	1.1774	1.7045	0.71	21.6718	19.7598	4.3394	1.7611	1.6499	0.2988	0.2988	135977.5587	124126.9065	85743.4017	4570205.7479	4171905.3275	0.014578101830017027
600487.SH	20180518	23.8784	24.0744	23.6193	23.9694	23.5353	0.4341000000000008	1.8445	204868.5	697574.7679999999	1.6505	2.393	1.08	22.0716	20.1243	4.4194	1.7936	1.6803	0.2933	0.2933	135977.5587	124126.9065	85610.5628	4654511.8343	4248864.0095	0.017238645940240466
600487.SH	20180521	24.3826	25.538	24.3826	25.2719	23.9694	1.3024999999999984	5.434	480417.39	1713900.763	3.8704	5.6117	2.37	23.2709	21.2179	4.6596	1.8911	1.7716	0.2782	0.2782	135977.5587	124126.9065	85610.5628	4907430.0935	4479740.0556	-0.0002769874841225985
600487.SH	20180522	25.2649	25.9651	24.9568	25.4539	25.2719	0.1820000000000021	0.7202	369514.16	1345149.178	2.9769	4.3162	1.49	23.4385	21.3707	4.6931	1.9047	1.7844	0.2762	0.2762	135977.5587	124126.9065	85610.5628	4942784.2587	4512013.0513	-0.011279214580084088
600487.SH	20180523	25.1668	25.2018	24.6907	24.7537	25.4539	-0.7002000000000024	-2.7509	256406.62	914263.979	2.0657	2.995	0.95	22.7937	20.7828	4.564	1.8523	1.7353	0.2841	0.2841	135977.5587	124126.9065	85610.5628	4806806.7	4387886.1448	-0.0002827860077482517
600487.SH	20180524	24.7467	25.0478	24.4386	24.8307	24.7537	0.0770000000000017	0.3111	203166.68	715320.958	1.6368	2.3731	0.7	22.8647	20.8475	4.5782	1.8581	1.7407	0.2832	0.2832	135977.5587	124126.9065	85610.5628	4821764.2315	4401540.1045	-0.007047727208657054
600487.SH	20180525	24.6557	24.6977	24.1025	24.2075	24.8307	-0.6232000000000006	-2.5098	175326.54	609324.491	1.4125	2.048	0.58	22.2908	20.3242	4.4633	1.8114	1.6969999999999998	0.2905	0.2905	135977.5587	124126.9065	85610.5628	4700744.2043	4291067.1577	0.0034699989672621967
600487.SH	20180528	24.2915	24.6977	24.1585	24.2775	24.2075	0.0700000000000002	0.2892	151002.92	527184.823	1.2165	1.7638	0.51	22.3553	20.383	4.4762	1.8167	1.7019	0.2896	0.2896	135977.5587	124126.9065	85610.5628	4714341.9601	4303479.8484	-0.0020183297291730814
600487.SH	20180529	24.2285	24.4316	24.0814	24.3265	24.2775	0.0489999999999994	0.2018	110413.59	382613.4520000001	0.8895	1.2897	0.48	22.4004	20.4242	4.4853	1.8204	1.7053	0.289	0.289	135977.5587	124126.9065	85610.5628	4723860.3892	4312168.7318	-0.026193657122890675
600487.SH	20180530	23.6893	23.7033	22.2678	22.4919	24.3265	-1.8345999999999985	-7.5416	355279.48	1167505.212	2.8622	4.1499	1.98	20.711	18.8838	4.147	1.6831	1.5767	0.3126	0.3126	135977.5587	124126.9065	85610.5628	4367599.1854	3986956.2368	0.018055388828867376
600487.SH	20180531	22.898000000000003	23.2482	22.4149	23.0801	22.4919	0.5882000000000005	2.6152	182105.91	594898.2679999999	1.4671	2.1271	0.91	21.2527	19.3777	4.2555	1.7271	1.6179	0.3047	0.3047	135977.5587	124126.9065	85610.5628	4481820.3348	4091222.8382	-0.0024263326415397217
600487.SH	20180601	23.0241	23.1431	22.688	22.828000000000007	23.0801	-0.2521000000000022	-1.0923	115299.53	376433.117	0.9289	1.3468	0.59	21.0205	19.166	4.209	1.7082	1.6003	0.308	0.308	135977.5587	124126.9065	85610.5628	4432868.4136	4046537.1519	0.008590327667776157
600487.SH	20180604	23.0241	23.1851	22.758000000000006	22.933000000000003	22.828000000000007	0.1050000000000004	0.46	123531.48	404561.431	0.9952	1.4429	0.68	21.1173	19.2542	4.2284	1.7161	1.6076	0.3066	0.3066	135977.5587	124126.9065	85610.5628	4453265.0474	4065156.1879	0.004582915449352314
600487.SH	20180605	23.0381	23.6963	22.94	23.6823	22.933000000000003	0.7493000000000016	3.2673	167657.68	560949.183	1.3507	1.9584	0.95	21.8072	19.8833	4.3665	1.7721	1.6602	0.2969		135977.5587	124126.9065	85610.5628	4598761.0352	4197971.9778	0.012714136718139629
600487.SH	20180606	23.9834	24.1375	23.7383	23.8994	23.6823	0.2170999999999985	0.9167	172275.03	589293.155	1.3879	2.0123	0.91	22.0071	20.0655	4.4065	1.7884	1.6754	0.2942		135977.5587	124126.9065	85610.5628	4640914.0784	4236451.3188	0.007615253939429384
600487.SH	20180607	24.0814	24.5506	23.9344	24.3826	23.8994	0.4832000000000001	2.0218	269023.13	934752.962	2.1673	3.1424	1.77	22.452	20.4712	4.4956	1.8245	1.7093	0.2884		135977.5587	124126.9065	85610.5628	4734738.5939	4322098.8843	0.0005741799479956751
600487.SH	20180608	24.3966	24.7397	24.0744	24.1025	24.3826	-0.2801000000000009	-1.1488	231353.15	804109.985	1.8638	2.7024	1.36	22.1941	20.236	4.444	1.8036	1.6896	0.2917		135977.5587	124126.9065	85610.5628	4680347.5705	4272448.1217	-0.004360543512083817
600487.SH	20180611	23.9974	24.0184	23.5353	23.6123	24.1025	-0.4901999999999979	-2.0338	145946.1	495046.955	1.1758	1.7048	0.76	21.7427	19.8245	4.3536	1.7669	1.6553	0.2978		135977.5587	124126.9065	85610.5628	4585163.2794	4185559.2872	0.007707847181341868
600487.SH	20180612	23.7943	24.1795	23.4582	24.0885	23.6123	0.4761999999999986	2.0167	134792.91	459146.843	1.0859	1.5745	0.68	22.1812	20.2243	4.4414	1.8025	1.6886	0.2919		135977.5587	124126.9065	85610.5628	4677628.0193	4269965.5836	-0.008722004275899314
600487.SH	20180613	23.8784	24.7537	23.7033	23.9274	24.0885	-0.1611000000000011	-0.6688	189427.54	657331.97	1.5261	2.2127	0.99	22.0329	20.0891	4.4117	1.7905	1.6773	0.2939		135977.5587	124126.9065	85610.5628	4646353.1808	4241416.3951	-0.0055626603809857695
600487.SH	20180614	23.7943	24.1585	23.3952	23.4372	23.9274	-0.4901999999999979	-2.0487	150472.72	511218.274	1.2122	1.7576	0.78	21.5815	19.6775	4.3213	1.7538	1.643	0.3		135977.5587	124126.9065	85610.5628	4551168.8897	4154527.5606	0.0038869830867168794
600487.SH	20180615	23.5283	23.6473	22.667	22.87	23.4372	-0.5671999999999997	-2.4201	182537.49	600461.218	1.4706	2.1322	1.07	21.0592	19.2013	4.2167	1.7114	1.6032	0.3075		135977.5587	124126.9065	85610.5628	4441027.0671	4053984.7663	-0.029392216878006125
600487.SH	20180619	22.1978	22.1978	20.5872	20.9794	22.87	-1.8906000000000027	-8.2667	347035.09	1058009.948	2.7958	4.0536	2.16	19.3183	17.6139	3.8681	1.5699	1.4707	0.3352		135977.5587	124126.9065	85610.5628	4073887.6587	3718842.1187	-0.00066732127706223
600487.SH	20180620	20.9654	21.4835	20.6643	21.2665	20.9794	0.2871000000000023	1.3685	186659.77	562397.052	1.5038	2.1803	0.93	19.5826	17.855	3.9211	1.5914	1.4908	0.3306		135977.5587	124126.9065	85610.5628	4129638.4577	3769734.1504	0.00032915618460949836
600487.SH	20180621	21.2735	21.4065	20.2651	20.2721	21.2665	-0.9944000000000024	-4.6759	209717.77	622249.77	1.6895	2.4497	0.99	18.667	17.0201	3.7377	1.517	1.4211	0.3469		135977.5587	124126.9065	85610.5628	3936550.3244	3593473.9432	-0.0034530216405797495
600487.SH	20180622	20.2021	20.7693	19.7189	20.7553	20.2721	0.4832000000000001	2.3836	160143.68	466848.411	1.2902	1.8706	0.74	19.1119	17.4258	3.8268	1.5531	1.455	0.3388		135977.5587	124126.9065	85610.5628	4030374.8399	3679121.5087	0.017205243961783384
600487.SH	20180625	21.1124	21.3225	20.7133	20.7553	20.7553	0.0	0.0	137274.86	412273.218	1.1059	1.6035	0.63	19.1119	17.4258	3.8268	1.5531	1.455	0.3388		135977.5587	124126.9065	85610.5628	4030374.8399	3679121.5087	-0.007424609617784359
