ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
601698.SH	20190628	3.2502	3.9083	3.2502	3.9083	2.7119	1.1964	44.1167	2365.95	923.426	0.0591	0.0591		37.4888	37.4888	1.4389	5.8204	5.8204			400000.0	40000.0	40000.0	1568000.0	156800.0	0.09948059258501145
601698.SH	20190701	4.2971	4.2971	4.2971	4.2971	3.9083	0.3888000000000002	9.9481	1708.67	736.437	0.0427	0.0427		41.2185	41.2185	1.5821	6.3994	6.3994			400000.0	40000.0	40000.0	1724000.0	172400.0	0.09976495776221153
601698.SH	20190702	4.7258	4.7258	4.7258	4.7258	4.2971	0.4286999999999992	9.9765	1621.36	768.525	0.0405	0.0405		45.3308	45.3308	1.7399	7.0379	7.0379			400000.0	40000.0	40000.0	1896000.0	189600.0	0.09915781454991755
601698.SH	20190703	5.1944	5.1944	5.1944	5.1944	4.7258	0.4686000000000004	9.9158	4041.48	2105.611	0.101	0.101		49.8256	49.8256	1.9124	7.7358	7.7358			400000.0	40000.0	40000.0	2084000.0	208400.0	0.0998190358847991
601698.SH	20190704	5.7129	5.7129	5.7129	5.7129	5.1944	0.5185000000000004	9.9819	5531.25	3169.406	0.1383	0.1383		54.7986	54.7986	2.1033	8.5078	8.5078			400000.0	40000.0	40000.0	2292000.0	229200.0	0.09947662308109713
601698.SH	20190705	6.2812	6.2812	6.2812	6.2812	5.7129	0.5682999999999998	9.9477	9100.03	5733.019	0.2275	0.2275	2.98	60.2498	60.2498	2.3126	9.3542	9.3542			400000.0	40000.0	40000.0	2520000.0	252000.0	0.09999681589505188
601698.SH	20190708	6.9093	6.9093	6.9093	6.9093	6.2812	0.6280999999999999	9.9997	14361.96	9952.838	0.359	0.359	3.26	66.2748	66.2748	2.5438	10.2896	10.2896			400000.0	40000.0	40000.0	2772000.0	277200.0	0.09956146064000694
601698.SH	20190709	7.5972	7.5972	7.5972	7.5972	6.9093	0.6879	9.9561	18030.02	13738.875	0.4508	0.4508	2.6	72.8736	72.8736	2.7971	11.3141	11.3141			400000.0	40000.0	40000.0	3048000.0	304800.0	0.09973411256778823
601698.SH	20190710	8.3549	8.3549	8.3549	8.3549	7.5972	0.7577000000000007	9.9734	17626.84	14771.292	0.4407	0.4407	1.73	80.1418	80.1418	3.0761	12.4425	12.4425			400000.0	40000.0	40000.0	3352000.0	335200.0	0.10024057738572556
601698.SH	20190711	9.1924	9.1924	9.1924	9.1924	8.3549	0.8374999999999986	10.0241	10865.5	10017.991	0.2716	0.2716	0.84	88.1751	88.1751	3.3844	13.6898	13.6898			400000.0	40000.0	40000.0	3688000.0	368800.0	0.09978895609416485
