ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
601901.SH	20180502	5.9653	6.0846	5.9255	5.9355	5.8858	0.0497000000000005	0.8444	160775.61	97015.442	0.1953	0.3999	1.67	33.8245	36.01300000000001	1.3006	8.2556	8.2973			823210.1395	823210.1395	402085.1679	4914564.5328	4914564.5328	0.003352708280683987
601901.SH	20180503	5.9554	6.2139	5.9355	6.1542	5.9355	0.2187000000000001	3.6846	362437.55	223024.583	0.4403	0.9014	3.16	35.071	37.3401	1.3486	8.5599	8.6031			823210.1395	823210.1395	402085.1679	5095670.7635	5095670.7635	-0.003233564070066084
601901.SH	20180504	6.1343	6.1443	6.0647	6.1045	6.1542	-0.0497000000000005	-0.8076	164188.61	100789.345	0.1994	0.4083	0.98	34.7877	37.0385	1.3377	8.4907	8.5336			823210.1395	823210.1395	402085.1679	5054510.2565	5054510.2565	0.009779670734703958
601901.SH	20180507	6.1642	6.2139	6.1343	6.1343	6.1045	0.0297999999999998	0.4882	158925.36	98569.345	0.1931	0.3953	0.88	34.9577	37.2195	1.3442	8.5322	8.5753			823210.1395	823210.1395	402085.1679	5079206.5607	5079206.5607	-0.0016138760738796637
601901.SH	20180508	6.1244	6.1542	6.0946	6.1343	6.1343	0.0	0.0	155675.97	95824.056	0.1891	0.3872	0.83	34.9577	37.2195	1.3442	8.5322	8.5753			823210.1395	823210.1395	402085.1679	5079206.5607	5079206.5607	0.0016301778524038073
601901.SH	20180509	6.1443	6.1542	6.0647	6.0946	6.1343	-0.0396999999999998	-0.6472	112546.02	69020.895	0.1367	0.2799	0.56	34.7311	36.9782	1.3355	8.4769	8.5197			823210.1395	823210.1395	402085.1679	5046278.1551	5046278.1551	0.004889574377317597
601901.SH	20180510	6.1244	6.1642	6.0846	6.1542	6.0946	0.0596000000000005	0.9779	127548.4	78553.843	0.1549	0.3172	0.67	35.071	37.3401	1.3486	8.5599	8.6031			823210.1395	823210.1395	402085.1679	5095670.7635	5095670.7635	0.004842221572259567
601901.SH	20180511	6.184	6.194	6.1145	6.1244	6.1542	-0.0298000000000007	-0.4842	106517.0	65914.896	0.1294	0.2649	0.74	34.901	37.1592	1.342	8.5184	8.5614			823210.1395	823210.1395	402085.1679	5070974.4593	5070974.4593	0.0
601901.SH	20180514	6.1244	6.1741	6.1045	6.1145	6.1244	-0.0099	-0.1616	101051.27	62345.679	0.1228	0.2513	0.76	34.8444	37.0988	1.3398	8.5045	8.5475			823210.1395	823210.1395	402085.1679	5062742.3579	5062742.3579	0.008128219805380739
601901.SH	20180515	6.1642	6.3034	6.1343	6.2139	6.1145	0.0994000000000001	1.6256	226142.91	141285.834	0.2747	0.5624	1.87	35.411	37.7021	1.3616	8.6428	8.6865			823210.1395	823210.1395	402085.1679	5145063.3719	5145063.3719	-0.00481179291588207
