ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
002278.SZ	20180502	11.573	11.6803	11.3193	11.573	11.573	0.0	0.0	14240.81	16778.271	0.414	0.5852	0.39	406.255	367.0697	4.0499	8.3257	8.4063			36390.9648	34397.6	24335.4093	431596.8425	407955.536	0.0
002278.SZ	20180503	11.573	11.7389	11.4168	11.6706	11.573	0.0975999999999999	0.8433	23699.25	28176.523	0.6890000000000001	0.9739	0.72	409.6804	370.1647	4.084	8.3959	8.4772			36390.9648	34397.6	24335.4093	435235.939	411395.296	0.0016708652511438112
002278.SZ	20180504	11.6901	11.7096	11.4949	11.6413	11.6706	-0.0293000000000009	-0.2511	11950.0	14197.589	0.3474	0.4911	0.51	408.6528	369.2362	4.0738	8.3749	8.4559			36390.9648	34397.6	24335.4093	434144.2101	410363.368	-0.008383943374021794
002278.SZ	20180507	11.5437	11.6803	11.5144	11.651	11.6413	0.0097000000000004	0.0833	28669.64	34116.417	0.8335	1.1781	1.3	408.9953	369.5457	4.0772	8.3819	8.463			36390.9648	34397.6	24335.4093	434508.1197	410707.344	-0.003347352158612969
002278.SZ	20180508	11.612	11.7974	11.5827	11.7291	11.651	0.0781000000000009	0.6703	64961.93	77686.606	1.8886	2.6694	3.09	411.7357	372.0217	4.1045	8.437999999999999	8.5197			36390.9648	34397.6	24335.4093	437419.3969	413459.152	0.0008355287276942371
002278.SZ	20180509	11.7389	11.7877	11.5144	11.7193	11.7291	-0.0098000000000002	-0.0836	23281.7	27820.997000000007	0.6768	0.9567	0.81	411.3931	371.7122	4.1011	8.431000000000001	8.5126			36390.9648	34397.6	24335.4093	437055.4872	413115.176	-0.0033278438131970085
002278.SZ	20180510	11.6803	11.7974	11.5437	11.5437	11.7193	-0.1756000000000011	-1.4984	21417.0	25543.825	0.6226	0.8801	0.7	405.2274	366.1411	4.0396	8.3047	8.385			36390.9648	34397.6	24335.4093	430505.1136	406923.608	0.0
002278.SZ	20180511	11.5437	11.6998	11.3681	11.6315	11.5437	0.0878000000000014	0.7606	34966.08	41406.336	1.0165	1.4368	1.16	408.3103	368.9267	4.0704	8.3678	8.4488			36390.9648	34397.6	24335.4093	433780.3004	410019.3920000001	-0.005871985556463112
002278.SZ	20180514	11.5632	11.6803	11.4656	11.4754	11.6315	-0.1561000000000003	-1.342	15915.0	18839.574	0.4627	0.654	0.46	402.8296	363.9746	4.0157	8.2555	8.3354			36390.9648	34397.6	24335.4093	427957.746	404515.776	-0.005951862244453413
002278.SZ	20180515	11.4071	11.6413	11.3193	11.4656	11.4754	-0.0098000000000002	-0.0854	14196.86	16697.976000000002	0.4127	0.5834	0.44	402.487	363.6651	4.0123	8.2485	8.3283			36390.9648	34397.6	24335.4093	427593.8364	404171.8	-0.0008460089310633972
