ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
688286.SH	20200810	227.5449	249.4012	222.7545	231.0379	62.5449	168.493	269.3953	96374.79	2243186.784	79.4224	79.4224		207.0476	217.8064	12.0305	43.3608	43.0542			5320.0	1213.4458	1213.4458	1231580.0	280912.7027	-0.01511873160204449
688286.SH	20200811	227.5449	227.5449	189.6208	193.513	231.0379	-37.5249	-16.2419	51620.61	1067551.177	42.5405	42.5405		173.4191	182.4305	10.0765	36.3182	36.0614			5320.0	1213.4458	1213.4458	1031548.0	235287.1406	-0.04053629471921785
688286.SH	20200812	185.6687	191.6168	165.6687	172.2954	193.513	-21.217600000000004	-10.9644	39380.14	694944.437	32.4532	32.4532		154.4048	162.4281	8.9717	32.3361	32.1075			5320.0	1213.4458	1213.4458	918444.8	209489.2829	-0.009383883725276543
688286.SH	20200813	170.6786	185.6188	166.3273	174.6507	172.2954	2.3553	1.367	29536.73	523479.768	24.3412	24.3412		156.5155	164.6485	9.0943	32.7781	32.5464			5320.0	1213.4458	1213.4458	931000.0	212353.015	-0.017142788434286262
688286.SH	20200814	171.6567	180.6287	166.3473	177.4451	174.6507	2.794399999999996	1.6	22353.25	385693.44	18.4213	18.4213		159.0197	167.2829	9.2398	33.3026	33.0671			5320.0	1213.4458	1213.4458	945896.0	215750.6632	0.0021375625475146998
688286.SH	20200817	177.8244	177.8244	169.2415	171.6467	177.4451	-5.798399999999987	-3.2677	18768.96	323955.418	15.4675	15.4675	0.39	153.8234	161.8165	8.9379	32.2143	31.9866			5320.0	1213.4458	1213.4458	914986.8	208700.5431	-0.011686796192411506
688286.SH	20200818	169.6407	173.6527	161.2974	164.6707	171.6467	-6.975999999999999	-4.0642	25401.89	423037.36	20.9337	20.9337	0.79	147.5717	155.24	8.5746	30.9051	30.6866			5320.0	1213.4458	1213.4458	877800.0	200218.557	-0.011030499050529424
688286.SH	20200819	162.8543	168.6627	156.3473	156.4072	164.6707	-8.263500000000022	-5.0182	18400.04	297744.262	15.1635	15.1635	0.68	140.1663	147.4498	8.1443	29.3542	29.1467			5320.0	1213.4458	1213.4458	833750.4	190171.2258	-0.019844354991330186
688286.SH	20200820	153.3034	155.8782	149.2016	149.3713	156.4072	-7.035899999999998	-4.4985	14602.67	222210.191	12.0341	12.0341	0.64	133.861	140.8168	7.778	28.0337	27.8355			5320.0	1213.4458	1213.4458	796244.4	181616.4329	0.02946483025855715
688286.SH	20200821	153.7725	158.6627	150.0599	150.8184	149.3713	1.447100000000006	0.9688	12550.34	193681.342	10.3427	10.3427	0.63	135.1578	142.181	7.8533	28.3053	28.1052			5320.0	1213.4458	1213.4458	803958.4	183375.9293	-0.026866085305241198
