ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600470.SH	20180502	4.9302	4.9302	4.5259	4.6147	4.9697	-0.3549999999999995	-7.1433	113364.96	53373.825	2.1734	2.9171	3.21	32.2884	32.681	1.1903	0.5122	0.5338			52160.0	52160.0	38862.8256	244108.8	244108.8	-0.004268966563373626
600470.SH	20180503	4.595	4.6541	4.5259	4.6147	4.6147	0.0	0.0	39184.22	18234.978	0.7512	1.0083	0.79	32.2884	32.681	1.1903	0.5122	0.5338			52160.0	52160.0	38862.8256	244108.8	244108.8	-0.0021453182222029646
600470.SH	20180504	4.6048	4.6541	4.595	4.595	4.6147	-0.0197000000000002	-0.4269	21325.7	9997.71	0.4089	0.5487	0.42	32.1504	32.5414	1.1852	0.51	0.5316			52160.0	52160.0	38862.8256	243065.6	243065.6	0.006420021762785751
600470.SH	20180507	4.6245	4.6738	4.5851	4.664	4.595	0.0689999999999999	1.5016	40404.2	18980.487	0.7746	1.0397	0.84	32.6333	33.0302	1.203	0.5177	0.5395			52160.0	52160.0	38862.8256	246716.8	246716.8	0.0
600470.SH	20180508	4.664	4.6936	4.6443	4.6936	4.664	0.0296000000000002	0.6346	27667.19	13117.07	0.5304	0.7119	0.58	32.8403	33.2397	1.2107	0.521	0.5429999999999999			52160.0	52160.0	38862.8256	248281.6	248281.6	0.0
600470.SH	20180509	4.6936	4.7133	4.6443	4.7034	4.6936	0.0098000000000002	0.2088	27309.06	12958.782	0.5236	0.7027	0.56	32.9093	33.3095	1.2132	0.5221	0.5441			52160.0	52160.0	38862.8256	248803.2	248803.2	0.0021048603138155418
600470.SH	20180510	4.7133	4.7823	4.6837	4.7823	4.7034	0.0788999999999999	1.6775	43098.0	20653.593	0.8263	1.109	1.38	33.4612	33.8682	1.2336	0.5308	0.5532			52160.0	52160.0	38862.8256	252976.0	252976.0	-0.004119356794847724
600470.SH	20180511	4.7626	4.7724	4.6738	4.6837	4.7823	-0.0986000000000002	-2.0618	33241.06	15887.711	0.6373	0.8553	1.04	32.7713	33.1698	1.2081	0.5199	0.5418			52160.0	52160.0	38862.8256	247760.0	247760.0	-0.002113713517091193
600470.SH	20180514	4.6738	4.6936	4.6245	4.6443	4.6837	-0.0393999999999996	-0.8412	32605.2	15370.548	0.6251	0.8390000000000001	0.95	32.4953	32.8905	1.198	0.5155	0.5373			52160.0	52160.0	38862.8256	245673.6	245673.6	0.0042417587149838265
600470.SH	20180515	4.664	4.6936	4.6048	4.6738	4.6443	0.0294999999999996	0.6352	22308.5	10519.947	0.4277	0.574	0.68	32.7023	33.1	1.2056	0.5188	0.5407			52160.0	52160.0	38862.8256	247238.4	247238.4	0.0
600470.SH	20180516	4.6738	4.6738	4.6147	4.6245	4.6738	-0.0492999999999996	-1.0548	26360.0	12406.039	0.5054	0.6783	0.83	32.3574	32.7509	1.1929	0.5133	0.535			52160.0	52160.0	38862.8256	244630.4	244630.4	0.004281543950697381
600470.SH	20180517	4.6443	4.6936	4.595	4.6541	4.6245	0.0295999999999994	0.6401	38892.62	18355.12	0.7456	1.0008	1.23	32.5643	32.9604	1.2005	0.5166	0.5384			52160.0	52160.0	38862.8256	246195.2	246195.2	-0.002105670269224848
