ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
605555.SH	20211021	38.82	46.58	38.82	41.97	32.35	9.619999999999996	29.7372	235443.76	1034689.071	47.0888	47.0888		26.2283	22.4939	3.7101	3.8619	2.8955			18998.0	5000.0	5000.0	797346.06	209850.0	-0.10007147962830583
605555.SH	20211022	37.77	39.11	37.77	37.77	41.97	-4.199999999999996	-10.0071	67477.36	255757.796	13.4955	13.4955		23.6036	20.2429	3.3388	3.4754	2.6057			18998.0	5000.0	5000.0	717554.46	188850.0	-0.07333862854117032
605555.SH	20211025	35.0	36.0	33.99	34.06	37.77	-3.710000000000001	-9.8226	167845.83	578708.4920000001	33.5692	33.5692		21.2851	18.2545	3.0109	3.134	2.3498			18998.0	5000.0	5000.0	647071.88	170300.0	-0.02965355255431606
605555.SH	20211026	33.05	33.8	32.45	32.51	34.06	-1.5500000000000045	-4.5508	128117.93	421164.573	25.6236	25.6236		20.3165	17.4238	2.8739	2.9914	2.2428			18998.0	5000.0	5000.0	617624.98	162550.0	-0.011688711165795
605555.SH	20211027	32.13	33.47	32.13	32.63	32.51	0.1200000000000045	0.3691	98559.75	322786.36100000003	19.712	19.712		20.3915	17.4881	2.8845	3.0024	2.2511			18998.0	5000.0	5000.0	619904.74	163150.0	-0.013790989886607503
605555.SH	20211028	32.18	34.5	32.01	33.23	32.63	0.5999999999999943	1.8388	104338.67	348635.694	20.8677	20.8677	0.75	20.7664	17.8097	2.9375	3.0577	2.2925			18998.0	5000.0	5000.0	631303.54	166150.0	-0.009629852542882946
605555.SH	20211029	32.91	33.06	31.71	32.04	33.23	-1.1899999999999975	-3.5811	81916.21	265297.124	16.3832	16.3832	0.72	20.0228	17.1719	2.8323	2.9482	2.2104			18998.0	5000.0	5000.0	608695.92	160200.0	0.00031210986267159836
605555.SH	20211101	32.05	33.53	31.04	33.39	32.04	1.3500000000000014	4.2135	81139.85	264658.098	16.227999999999998	16.227999999999998	0.7	20.8664	19.1847	2.8675	3.0724	2.1947			18998.0	5000.0	5000.0	634343.22	166950.0	-0.015873015873015907
605555.SH	20211102	32.86	33.95	32.21	32.29	33.39	-1.1000000000000014	-3.2944	59252.53	195885.387	11.8505	11.8505	0.6	20.179	18.5527	2.7731	2.9712	2.1224			18998.0	5000.0	5000.0	613445.42	161450.0	-0.005884174667079521
605555.SH	20211103	32.1	35.52	32.0	35.52	32.29	3.230000000000004	10.0031	126334.11	437843.304	25.2668	25.2668	1.49	22.1975	20.4085	3.0505	3.2684	2.3347			18998.0	5000.0	5000.0	674808.96	177600.0	0.029560810810810727
605555.SH	20211104	36.57	39.07	36.1	39.07	35.52	3.549999999999997	9.9944	135001.97	509406.626	27.0004	27.0004	1.49	24.416	22.4482	3.3554	3.595	2.5681			18998.0	5000.0	5000.0	742251.86	195350.0	0.06961863322242126
605555.SH	20211105	41.79	42.98	41.1	42.98	39.07	3.9099999999999966	10.0077	114313.21	486282.355	22.8626	22.8626	1.18	26.8595	24.6948	3.6911	3.9548	2.8251			18998.0	5000.0	5000.0	816534.04	214900.0	0.013494648673801894
605555.SH	20211108	43.56	43.9	38.68	41.67	42.98	-1.3099999999999952	-3.0479	176280.25	726663.6209999999	35.2561	35.2561	1.71	26.0409	23.9421	3.5786	3.8343	2.739			18998.0	5000.0	5000.0	791646.66	208350.0	-0.0045596352291817814
605555.SH	20211109	41.48	42.88	39.87	42.3	41.67	0.6299999999999955	1.5119	135433.13	557232.699	27.0866	27.0866	1.11	26.4346	24.3041	3.6327	3.8922	2.7804			18998.0	5000.0	5000.0	803615.4	211500.0	-0.015366430260047248
605555.SH	20211110	41.65	46.53	40.76	42.96	42.3	0.6600000000000037	1.5603	168714.91	740841.955	33.743	33.743	1.23	26.847	24.6833	3.6894	3.953	2.8238			18998.0	5000.0	5000.0	816154.08	214800.0	0.029795158286778426
605555.SH	20211111	44.24	44.5	40.02	40.6	42.96	-2.3599999999999994	-5.4935	154962.26	646634.834	30.9925	30.9925	1.06	25.3722	23.3273	3.4867	3.7358	2.6686			18998.0	5000.0	5000.0	771318.8	203000.0	0.024876847290640346
605555.SH	20211112	41.61	44.66	41.0	44.66	40.6	4.059999999999995	10.0	137789.35	589684.365	27.5579	27.5579	0.92	27.9094	25.6601	3.8354	4.1094	2.9355			18998.0	5000.0	5000.0	848450.68	223300.0	0.014330497089117792
605555.SH	20211115	45.3	48.2	43.4	45.46	44.66	0.8000000000000043	1.7913	157437.92	721573.627	31.4876	31.4876	1.02	28.4093	26.1197	3.9041	4.183	2.9881			18998.0	5000.0	5000.0	863649.08	227300.0	-0.03849538055433348
605555.SH	20211116	43.71	46.62	43.71	45.33	45.46	-0.1300000000000025	-0.286	83451.0	375598.747	16.6902	16.6902	0.55	28.3281	26.045	3.893	4.171	2.9795			18998.0	5000.0	5000.0	861179.34	226650.0	-0.01014780498566073
605555.SH	20211117	44.87	49.8	44.87	48.6	45.33	3.270000000000003	7.2138	108316.85	523462.697	21.6634	21.6634	0.77	30.3716	27.9238	4.1738	4.4719	3.1945			18998.0	5000.0	5000.0	923302.8	243000.0	-0.0102880658436214
605555.SH	20211118	48.1	48.21	46.15	47.46	48.6	-1.1400000000000006	-2.3457	79086.83	372322.229	15.8174	15.8174	0.62	29.6592	27.2688	4.0759	4.367	3.1196			18998.0	5000.0	5000.0	901645.08	237300.0	-0.00969237252423095
605555.SH	20211119	47.0	48.1	45.0	45.92	47.46	-1.5399999999999991	-3.2448	74175.81	339918.031	14.8352	14.8352	0.66	28.6968	26.384	3.9436	4.2253	3.0183			18998.0	5000.0	5000.0	872388.16	229600.0	-0.009146341463414672
605555.SH	20211122	45.5	47.2	44.5	45.95	45.92	0.0300000000000011	0.0653	68853.85	315421.363	13.7708	13.7708	0.69	28.7156	26.4013	3.9462	4.2281	3.0203			18998.0	5000.0	5000.0	872958.1	229750.0	0.018498367791077133
605555.SH	20211123	46.8	46.8	44.24	44.53	45.95	-1.4200000000000017	-3.0903	66831.85	302145.557	13.3664	13.3664	0.81	27.8282	25.5854	3.8243	4.0974	2.927			18998.0	5000.0	5000.0	845980.94	222650.0	-0.016393442622950907
605555.SH	20211124	43.8	44.99	43.43	44.54	44.53	0.009999999999998	0.0225	69572.74	307463.253	13.9145	13.9145	0.88	27.8344	25.5911	3.8251	4.0983	2.9276			18998.0	5000.0	5000.0	846170.92	222700.0	-0.008307139649752973
605555.SH	20211125	44.17	48.99	44.16	48.99	44.54	4.450000000000003	9.991	119147.19	563448.951	23.8294	23.8294	1.66	30.6153	28.1479	4.2073	4.5078	3.2201			18998.0	5000.0	5000.0	930712.02	244950.0	-0.010818534394774466
605555.SH	20211126	48.46	49.54	46.14	46.3	48.99	-2.690000000000005	-5.4909	110698.88	528657.101	22.1398	22.1398	1.39	28.9343	26.6023	3.9763	4.2603	3.0433			18998.0	5000.0	5000.0	879607.4	231500.0	
