ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
603611.SH	20180502	14.1382	14.1382	13.5708	13.8845	14.1382	-0.2537000000000002	-1.7944	9700.93	20092.937	0.6063	1.1147	1.06	24.9597	24.1962	2.4482	1.8783	1.7971	2.6607	2.6607	19140.2539	16000.0	8703.02	398117.2811	332800.0	-0.004811120314019149
603611.SH	20180503	13.8177	13.8845	13.4907	13.7643	13.8845	-0.1201999999999987	-0.8657	9235.43	18994.933	0.5772	1.0612	0.9	24.7437	23.9868	2.427	1.862	1.7816	2.6839	2.6839	19140.2539	16000.0	8703.02	394672.0354	329920.0	-0.011638804733985722
603611.SH	20180504	13.6041	14.9058	13.6041	14.4519	13.7643	0.6875999999999998	4.9955	29150.55	63388.888	1.8219	3.3495	2.81	25.9797	25.185	2.5483	1.955	1.8706	2.5562	2.5562	19140.2539	16000.0	8703.02	414386.4969	346400.0	0.0018475079401324356
603611.SH	20180507	14.4786	14.8391	14.1649	14.799	14.4519	0.3470999999999993	2.4018	24889.0	54530.25	1.5556	2.8598	1.64	26.6037	25.7899	2.6095	2.002	1.9155	2.4963	2.4963	19140.2539	16000.0	8703.02	424339.429	354720.0	0.0
603611.SH	20180508	14.799	15.1595	14.5921	14.8057	14.799	0.0067000000000003	0.0453	19995.72	44558.635	1.2497	2.2976	1.1	26.6157	25.8015	2.6106	2.0029	1.9164	2.4952	2.4952	19140.2539	16000.0	8703.02	424530.8315	354880.0	-0.0009050568362185338
603611.SH	20180509	14.7923	16.2876	14.6588	15.8136	14.8057	1.0078999999999994	6.8075	40080.54	94626.978	2.505	4.6054	2.16	28.4277	27.5581	2.7884	2.1392	2.0468	2.3361	2.3361	19140.2539	16000.0	8703.02	453432.6149	379040.0	-0.002953154246977255
603611.SH	20180510	15.7669	16.8817	15.7602	16.2142	15.8136	0.4006000000000025	2.5333	42495.81	103841.531	2.656	4.8829	1.72	29.1477	28.256	2.859	2.1934	2.0987	2.2784	2.2784	19140.2539	16000.0	8703.02	464916.7672	388640.0	-0.007826473091487873
603611.SH	20180511	16.0873	16.2409	15.7936	15.807	16.2142	-0.4072000000000013	-2.5114	20070.08	48052.264	1.2544	2.3061	0.64	28.4157	27.5464	2.7872	2.1383	2.046	2.3371	2.3371	19140.2539	16000.0	8703.02	453241.2124	378880.0	-0.0004238628455747689
603611.SH	20180514	15.8003	16.2876	15.6868	16.2142	15.807	0.4072000000000013	2.5761	17590.63	42098.747	1.0994	2.0212	0.6	29.1477	28.256	2.859	2.1934	2.0987	2.2784	2.2784	19140.2539	16000.0	8703.02	464916.7672	388640.0	0.00040705060995909934
603611.SH	20180515	16.2208	16.2876	15.9138	16.1341	16.2142	-0.0801000000000016	-0.494	15600.54	37634.377	0.975	1.7925	0.56	29.0037	28.1164	2.8449	2.1826	2.0883	2.2897	2.2897	19140.2539	16000.0	8703.02	462619.9368	386720.0	0.0020639515064367116
