ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
605599.SH	20210909	12.0	14.4	12.0	14.4	10.0	4.4	44.0	12308.32	17689.181	1.5825	1.5825		30.9605	28.3828	3.7208	1.5846	1.2354			77777.78	7777.78	7777.78	1120000.032	112000.032	0.09999999999999996
605599.SH	20210910	15.84	15.84	15.84	15.84	14.4	1.4399999999999995	10.0	3076.98	4873.936	0.3956	0.3956		34.0565	31.2211	4.0928	1.7431	1.359			77777.78	7777.78	7777.78	1232000.0352	123200.0352	0.09974747474747486
605599.SH	20210913	17.42	17.42	17.42	17.42	15.84	1.5800000000000018	9.9747	25251.19	43987.573	3.2466	3.2466		37.4536	34.3353	4.5011	1.917	1.4945			77777.78	7777.78	7777.78	1354888.9276	135488.9276	0.061997703788748464
605599.SH	20210914	18.5	18.5	16.14	16.29	17.42	-1.1300000000000026	-6.4868	454502.77	785643.43	58.4361	58.4361		35.024	32.1081	4.2091	1.7926	1.3976			77777.78	7777.78	7777.78	1267000.0362	126700.0362	-0.09699201964395325
605599.SH	20210915	14.71	15.49	14.71	14.72	16.29	-1.5699999999999985	-9.6378	261902.68	391462.937	33.6732	33.6732		31.6485	29.0136	3.8034	1.6199	1.2629			77777.78	7777.78	7777.78	1144888.9216	114488.9216	-0.016983695652173912
605599.SH	20210916	14.47	14.95	14.04	14.13	14.72	-0.5899999999999999	-4.0082	174457.1	251756.748	22.4302	22.4302	1.15	30.38	27.8507	3.651	1.5549	1.2123			77777.78	7777.78	7777.78	1099000.0314	109900.0314	-0.014154281670205313
605599.SH	20210917	13.93	14.05	13.22	13.52	14.13	-0.6100000000000012	-4.3171	138842.88	188013.756	17.8512	17.8512	0.76	29.0684	26.6483	3.4934	1.4878	1.1599			77777.78	7777.78	7777.78	1051555.5856	105155.5856	-0.011834319526627229
605599.SH	20210922	13.36	13.92	13.28	13.68	13.52	0.1600000000000001	1.1834	86066.16	117820.286	11.0656	11.0656	0.41	29.4125	26.9637	3.5347	1.5054	1.1737			77777.78	7777.78	7777.78	1064000.0304	106400.0304	-0.0014619883040935362
605599.SH	20210923	13.66	13.66	13.25	13.38	13.68	-0.2999999999999989	-2.193	86708.63	116388.227	11.1482	11.1482	0.39	28.7674	26.3724	3.4572	1.4724	1.1479			77777.78	7777.78	7777.78	1040666.6964	104066.6964	0.0014947683109117766
605599.SH	20210924	13.4	13.45	13.02	13.18	13.38	-0.200000000000001	-1.4948	84881.43	111792.499	10.9133	10.9133	0.57	28.3374	25.9782	3.4055	1.4504	1.1308			77777.78	7777.78	7777.78	1025111.1404	102511.1404	-0.00303490136570555
605599.SH	20210927	13.14	13.16	12.55	12.6	13.18	-0.5800000000000001	-4.4006	68019.37	87009.62800000001	8.7453	8.7453	0.6	27.0904	24.835	3.2557	1.3866	1.081			77777.78	7777.78	7777.78	980000.028	98000.028	-0.007936507936507908
605599.SH	20210928	12.5	12.76	12.5	12.62	12.6	0.0199999999999995	0.1587	39449.87	49949.06	5.0721	5.0721	0.42	27.1334	24.8744	3.2608	1.3888	1.0827			77777.78	7777.78	7777.78	981555.5836	98155.5836	-0.007923930269413602
605599.SH	20210929	12.52	13.55	12.31	12.86	12.62	0.2400000000000002	1.9017	92157.32	119732.539	11.8488	11.8488	1.26	27.6494	25.3474	3.3228	1.4152	1.1033			77777.78	7777.78	7777.78	1000222.2508	100022.2508	-0.025660964230171078
605599.SH	20210930	12.53	12.85	12.53	12.69	12.86	-0.1699999999999999	-1.3219	47827.9	60774.039	6.1493	6.1493	0.64	27.2839	25.0124	3.2789	1.3965	1.0887			77777.78	7777.78	7777.78	987000.0282	98700.0282	0.0039401103230891025
605599.SH	20211008	12.74	13.12	12.58	13.04	12.69	0.3499999999999996	2.7581	52165.87	67156.37400000001	6.707000000000001	6.707000000000001	0.78	28.0364	25.7022	3.3694	1.435	1.1188			77777.78	7777.78	7777.78	1014222.2512	101422.2512	0.0
605599.SH	20211011	13.04	13.49	12.89	13.44	13.04	0.4000000000000004	3.0675	70208.91	92950.471	9.0269	9.0269	1.17	28.8964	26.4906	3.4727	1.479	1.1531			77777.78	7777.78	7777.78	1045333.3632	104533.3632	-0.008184523809523768
605599.SH	20211012	13.33	13.55	13.03	13.48	13.44	0.0400000000000009	0.2976	57731.21	76757.467	7.4226	7.4226	0.96	28.9824	26.5695	3.483	1.4834	1.1565			77777.78	7777.78	7777.78	1048444.4744	104844.4744	-0.008902077151335385
605599.SH	20211013	13.36	13.52	13.23	13.26	13.48	-0.2200000000000006	-1.632	51362.59	68683.91900000001	6.6038	6.6038	0.8	28.5094	26.1359	3.4262	1.4592	1.1376			77777.78	7777.78	7777.78	1031333.3628	103133.3628	0.01659125188536958
605599.SH	20211014	13.48	14.35	13.4	13.72	13.26	0.4600000000000009	3.4691	111174.06	153931.995	14.2938	14.2938	1.99	29.4985	27.0425	3.5451	1.5098	1.1771			77777.78	7777.78	7777.78	1067111.1416	106711.1416	-0.02478134110787171
605599.SH	20211015	13.38	13.48	13.05	13.05	13.72	-0.6699999999999999	-4.8834	85449.75	112707.658	10.9864	10.9864	1.25	28.0579	25.7219	3.3719	1.4361	1.1196			77777.78	7777.78	7777.78	1015000.029	101500.029	-0.01609195402298857
605599.SH	20211018	12.84	12.9	12.65	12.82	13.05	-0.2300000000000004	-1.7625	47512.09	60588.83	6.1087	6.1087	0.63	27.5634	25.2686	3.3125	1.4108	1.0999			77777.78	7777.78	7777.78	997111.1396	99711.1396	-0.0015600624024960665
605599.SH	20211019	12.8	12.87	12.72	12.84	12.82	0.0199999999999995	0.156	25875.17	33094.847	3.3268	3.3268	0.37	27.6064	25.308000000000003	3.3177	1.413	1.1016			77777.78	7777.78	7777.78	998666.6952	99866.6952	-0.0031152647975077217
605599.SH	20211020	12.8	12.8	12.5	12.58	12.84	-0.2599999999999998	-2.0249	36791.91	46330.46599999999	4.7304	4.7304	0.57	27.0474	24.7956	3.2505	1.3844	1.0793			77777.78	7777.78	7777.78	978444.4724	97844.4724	0.002384737678855275
605599.SH	20211021	12.61	12.9	12.59	12.71	12.58	0.1300000000000007	1.0334	39391.77	50287.582	5.0647	5.0647	0.64	27.3269	25.0518	3.2841	1.3987	1.0904			77777.78	7777.78	7777.78	988555.5838	98855.5838	-0.005507474429583027
605599.SH	20211022	12.64	12.65	12.45	12.47	12.71	-0.2400000000000002	-1.8883	36294.31	45416.601	4.6664	4.6664	0.77	26.8109	24.5787	3.2221	1.3723	1.0699			77777.78	7777.78	7777.78	969888.9166	96988.9166	0.004811547714514733
605599.SH	20211025	12.53	12.65	12.4	12.61	12.47	0.1399999999999988	1.1227	20537.06	25796.71	2.6405	2.6405	0.55	27.1119	24.8547	3.2582	1.3877	1.0819			77777.78	7777.78	7777.78	980777.8058	98077.8058	0.0007930214115780957
605599.SH	20211026	12.62	12.75	12.43	12.47	12.61	-0.1399999999999988	-1.1102	28719.16	36082.823	3.6925	3.6925	0.9	26.8109	24.5787	3.2221	1.3723	1.0699			77777.78	7777.78	7777.78	969888.9166	96988.9166	-0.00160384923817172
605599.SH	20211027	12.45	12.45	12.04	12.05	12.47	-0.4199999999999999	-3.3681	37577.82	45534.379	4.8314	4.8314	1.16	25.9079	23.7509	3.1136	1.3259999999999998	1.0338			77777.78	7777.78	7777.78	937222.249	93722.249	-0.012448132780083016
605599.SH	20211028	11.9	12.0	11.58	11.61	12.05	-0.4400000000000013	-3.6515	34417.7	40281.85	4.4251	4.4251	1.06	24.9619	24.7559	2.9133	1.2776	0.956			77777.78	7777.78	7777.78	903000.0258	90300.0258	0.0
605599.SH	20211029	11.61	11.76	11.58	11.67	11.61	0.0600000000000005	0.5168	19329.01	22546.452	2.4852	2.4852	0.61	25.0909	24.8838	2.9284	1.2842	0.9609			77777.78	7777.78	7777.78	907666.6926	90766.6926	0.0
605599.SH	20211101	11.67	12.0	11.61	11.88	11.67	0.2100000000000008	1.7995	25962.75	30578.34	3.3381	3.3381	0.92	25.5424	25.3316	2.9811	1.3073	0.9782			77777.78	7777.78	7777.78	924000.0264	92400.0264	-0.005050505050505092
605599.SH	20211102	11.82	12.23	11.43	12.0	11.88	0.1199999999999992	1.0101	50693.42	60044.108	6.5177	6.5177	1.74	25.8004	25.5875	3.0112	1.3205	0.9881			77777.78	7777.78	7777.78	933333.36	93333.36	-0.019166666666666703
605599.SH	20211103	11.77	11.84	11.66	11.78	12.0	-0.2200000000000006	-1.8333	25427.22	29857.034	3.2692	3.2692	0.76	25.3274	25.1184	2.9560000000000004	1.2963	0.97			77777.78	7777.78	7777.78	916222.2484	91622.2484	0.0016977928692700638
605599.SH	20211104	11.8	11.85	11.68	11.71	11.78	-0.0699999999999985	-0.5942	18997.34	22269.353	2.4425	2.4425	0.61	25.1769	24.9691	2.9384	1.2886	0.9642			77777.78	7777.78	7777.78	910777.8038	91077.8038	0.006831767719897378
605599.SH	20211105	11.79	11.98	11.74	11.9	11.71	0.1899999999999995	1.6225	34312.16	40679.828	4.4116	4.4116	1.22	25.5854	25.3743	2.9861	1.3095	0.9799			77777.78	7777.78	7777.78	925555.582	92555.582	0.008403361344537785
605599.SH	20211108	12.0	12.19	11.82	11.93	11.9	0.0299999999999993	0.2521	26683.03	31860.185	3.4307	3.4307	0.86	25.6499	25.4382	2.9936	1.3128	0.9823			77777.78	7777.78	7777.78	927888.9154	92788.9154	-0.010896898575020873
605599.SH	20211109	11.8	11.92	11.78	11.92	11.93	-0.0099999999999997	-0.0838	19624.0	23256.855	2.5231	2.5231	0.63	25.6284	25.4169	2.9911	1.3117	0.9815			77777.78	7777.78	7777.78	927111.1376	92711.1376	-0.0033557046979865056
605599.SH	20211110	11.88	12.18	11.83	11.94	11.92	0.0199999999999995	0.1678	28790.07	34573.167	3.7016	3.7016	1.15	25.6714	25.4596	2.9961	1.3139	0.9832			77777.78	7777.78	7777.78	928666.6932	92866.6932	0.002512562814070447
605599.SH	20211111	11.97	12.3	11.97	12.23	11.94	0.2900000000000009	2.4288	46807.11	57071.192	6.0181	6.0181	1.82	26.2949	26.0779	3.0689	1.3458	1.007			77777.78	7777.78	7777.78	951222.2494	95122.2494	-0.001635322976287782
605599.SH	20211112	12.21	12.33	12.09	12.23	12.23	0.0	0.0	34943.13	42605.664	4.4927	4.4927	1.12	26.2949	26.0779	3.0689	1.3458	1.007			77777.78	7777.78	7777.78	951222.2494	95122.2494	0.0
605599.SH	20211115	12.23	12.47	12.17	12.43	12.23	0.1999999999999993	1.6353	39079.41	48196.459	5.0245	5.0245	1.25	26.7249	26.5044	3.1191	1.3679	1.0235			77777.78	7777.78	7777.78	966777.8054	96677.8054	0.0
605599.SH	20211116	12.43	12.49	12.2	12.22	12.43	-0.209999999999999	-1.6895	32548.02	40014.863	4.1847	4.1847	0.96	26.2734	26.0566	3.0664	1.3447	1.0062			77777.78	7777.78	7777.78	950444.4716	95044.4716	-0.009001636661211228
605599.SH	20211117	12.11	12.27	12.1	12.22	12.22	0.0	0.0	21550.09	26222.461	2.7707	2.7707	0.59	26.2734	26.0566	3.0664	1.3447	1.0062			77777.78	7777.78	7777.78	950444.4716	95044.4716	-0.0049099836333879295
605599.SH	20211118	12.16	12.34	12.05	12.05	12.22	-0.1699999999999999	-1.3912	27531.74	33614.119	3.5398	3.5398	0.79	25.9079	25.6941	3.0237	1.326	0.9922			77777.78	7777.78	7777.78	937222.249	93722.249	0.0008298755186721815
605599.SH	20211119	12.06	12.12	11.89	12.03	12.05	-0.0200000000000013	-0.166	25818.82	30957.724	3.3196	3.3196	0.83	25.8649	25.6515	3.0187	1.3238	0.9906			77777.78	7777.78	7777.78	935666.6934	93566.6934	-0.0024937655860348597
605599.SH	20211122	12.0	12.11	11.88	12.03	12.03	0.0	0.0	21884.47	26266.192	2.8137	2.8137	0.75	25.8649	25.6515	3.0187	1.3238	0.9906			77777.78	7777.78	7777.78	935666.6934	93566.6934	-0.0016625103906899065
605599.SH	20211123	12.01	12.11	11.96	12.05	12.03	0.0200000000000013	0.1663	19756.68	23778.183	2.5401	2.5401	0.76	25.9079	25.6941	3.0237	1.326	0.9922			77777.78	7777.78	7777.78	937222.249	93722.249	-0.0008298755186723288
605599.SH	20211124	12.04	12.38	11.97	12.37	12.05	0.3199999999999985	2.6556	57673.91	70569.959	7.4152	7.4152	2.47	26.5959	26.3764	3.104	1.3612	1.0186			77777.78	7777.78	7777.78	962111.1386	96211.1386	0.0
