ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
603809.SH	20180502	11.3659	11.552	11.0901	11.2662	11.0003	0.2659000000000002	2.4172	25017.59	84722.585	9.3804	9.3804	0.55	24.1256	22.4616	2.3593	4.2933	3.9375			10667.0	2667.0	2667.0	361611.3	90411.3	-0.0044203014326036644
603809.SH	20180503	11.2164	11.4656	11.0037	11.4423	11.2662	0.1760999999999999	1.5631	27523.78	93227.467	10.3201	10.3201	0.66	24.5028	22.8127	2.3962	4.3604	3.9991			10667.0	2667.0	2667.0	367264.81	91824.81	-0.00725378638910011
603809.SH	20180504	11.3593	11.5221	11.2263	11.2463	11.4423	-0.1959999999999997	-1.7129	19973.94	68034.494	7.4893	7.4893	0.61	24.0829	22.4218	2.3551	4.2857	3.9305			10667.0	2667.0	2667.0	360971.28	90251.28	0.007682526697669558
603809.SH	20180507	11.3327	11.7248	11.2263	11.6218	11.2463	0.3755000000000006	3.3389	32734.78	113796.371	12.274	12.274	1.16	24.8871	23.1705	2.4338	4.4288	4.0618			10667.0	2667.0	2667.0	373024.99	93264.99	-0.005145502417869948
603809.SH	20180508	11.562	11.8179	11.5454	11.7348	11.6218	0.1129999999999995	0.9723	27844.45	97772.576	10.4404	10.4404	0.96	25.1291	23.3958	2.4574	4.4718	4.1013			10667.0	2667.0	2667.0	376651.77	94171.77	-0.003681358012066722
603809.SH	20180509	11.6916	11.6949	11.5321	11.6218	11.7348	-0.1129999999999995	-0.9629	18635.66	65023.205	6.9875	6.9875	0.7	24.8871	23.1705	2.4338	4.4288	4.0618			10667.0	2667.0	2667.0	373024.99	93264.99	0.0
603809.SH	20180510	11.6218	11.7979	11.5587	11.6484	11.6218	0.0266000000000001	0.2289	18178.74	63857.168	6.8162	6.8162	0.72	24.9441	23.2235	2.4393	4.4389	4.0711			10667.0	2667.0	2667.0	373878.35	93478.35	-0.0025668761374953958
603809.SH	20180511	11.6185	11.6849	11.2662	11.2861	11.6484	-0.3623000000000012	-3.1103	19549.68	67292.858	7.3302	7.3302	0.83	24.1683	22.5013	2.3635	4.3009	3.9445			10667.0	2667.0	2667.0	362251.32	90571.32	0.005006158017384196
603809.SH	20180514	11.3426	11.3626	11.1931	11.2097	11.2861	-0.0763999999999995	-0.6769	9801.3	33271.338	3.675	3.675	0.42	24.0047	22.3489	2.3475	4.2717	3.9178			10667.0	2667.0	2667.0	359797.91	89957.91	0.0071188345807649215
603809.SH	20180515	11.2895	11.7049	11.223	11.6982	11.2097	0.4885000000000002	4.3578	22736.62	79087.62	8.5252	8.5252	1.21	25.0508	23.3229	2.4498	4.4579	4.0885			10667.0	2667.0	2667.0	375478.4	93878.4	-0.0005641893624660721
