ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
603969.SH	20180502	5.4746	5.4837	5.3656	5.4201	5.4383	-0.0182000000000002	-0.3347	18477.97	22041.998	0.4619	1.1909	0.4	40.3545	52.6975	2.9210000000000003	2.1906	2.1654	1.886	1.886	40000.0	40000.0	15516.19	477200.0	477200.0	0.005867050423424013
603969.SH	20180503	5.4519	5.5609	5.4201	5.5564	5.4201	0.1363000000000003	2.5147	27589.97	33463.939	0.6897	1.7781	0.75	41.3692	54.0227	2.9944	2.2457	2.2198	1.8397	1.8397	40000.0	40000.0	15516.19	489200.0	489200.0	0.0
603969.SH	20180504	5.5564	5.5791	5.5155	5.5246	5.5564	-0.0317999999999996	-0.5723	15692.0	19145.584	0.3923	1.0113	0.45	41.1325	53.7135	2.9773	2.2328	2.2071	1.8503	1.8503	40000.0	40000.0	15516.19	486400.0	486400.0	0.004923433370741713
603969.SH	20180507	5.5518	5.6154	5.5246	5.6018	5.5246	0.0771999999999994	1.3974	24816.0	30450.954	0.6204	1.5994	0.77	41.7075	54.4644	3.0189	2.264	2.238	1.8248	1.8248	40000.0	40000.0	15516.19	493200.0	493200.0	0.0016244778464065315
603969.SH	20180508	5.6109	5.8471	5.5791	5.8063	5.6018	0.2045000000000003	3.6506	44316.45	55557.652	1.1079	2.8561	1.95	43.2297	56.4521	3.1291	2.3467	2.3197	1.7606	1.7606	40000.0	40000.0	15516.19	511200.0	511200.0	0.003117303618483296
603969.SH	20180509	5.8244	5.8653	5.7381	5.7972	5.8063	-0.0091000000000001	-0.1567	42804.49	54699.19	1.0701	2.7587	1.64	43.162	56.3638	3.1242	2.343	2.316	1.7633	1.7633	40000.0	40000.0	15516.19	510400.0	510400.0	0.017508452356309892
603969.SH	20180510	5.8987	6.1053	5.7987	6.0053	5.7987	0.2065999999999999	3.5629	67349.77	60074.45400000001	1.6837	4.3406	2.17	44.192	57.7088	3.3207	2.3989	2.3713	1.7222	2.8704	58000.0	40000.0	15516.19	522580.0	360400.0	-0.018866667776797116
603969.SH	20180511	5.892	5.9387	5.7387	5.7721	6.0053	-0.2332000000000001	-3.8832	59456.72	51856.332	1.0251	2.6427	1.52	42.4754	55.4671	3.1917	2.3057	2.2792	1.7918	2.9864	58000.0	58000.0	22498.4755	502280.0	502280.0	0.006912562152422908
603969.SH	20180514	5.812	5.8587	5.5588	5.5721	5.7721	-0.2000000000000001	-3.4649	44022.15	37435.813	0.759	1.9567	0.92	41.0039	53.5456	3.0812	2.2258	2.2002	1.8561	3.0935	58000.0	58000.0	22498.4755	484880.0	484880.0	0.010767933095242458
603969.SH	20180515	5.6321	5.6454	5.5721	5.6321	5.5721	0.0600000000000005	1.0768	26316.95	22152.021	0.4537	1.1697	0.51	41.4454	54.1221	3.1143	2.2498	2.2239	1.8364	3.0606	58000.0	58000.0	22498.4755	490100.0	490100.0	0.0011718541929297628
