ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
300185.SZ	20180502	2.0197	2.029	2.001	2.0103	2.029	-0.0186999999999999	-0.9216	126775.93	27250.725	0.4624	0.5444	1.04	32.9042	32.1681	1.3784	2.2158	2.1749	1.8605	1.8605	326774.3928	274142.968	232858.4216	702564.9445	589407.3812	0.0
300185.SZ	20180503	2.0103	2.0197	1.9916	2.0197	2.0103	0.0093999999999998	0.4676	96708.4	20759.881	0.3528	0.4153	0.8	33.0573	32.3177	1.3848	2.2261	2.185	1.8519	1.8519	326774.3928	274142.968	232858.4216	705832.6884	592148.8109	-0.004654156557904567
300185.SZ	20180504	2.0103	2.0197	2.001	2.0197	2.0197	0.0	0.0	68461.0	14733.035	0.2497	0.294	0.58	33.0573	32.3177	1.3848	2.2261	2.185	1.8519	1.8519	326774.3928	274142.968	232858.4216	705832.6884	592148.8109	-0.004654156557904567
300185.SZ	20180507	2.0103	2.0384	2.0103	2.0384	2.0197	0.0187000000000003	0.9259	111716.4	24221.23	0.4075	0.4798	1.02	33.3634	32.6169	1.3976	2.2467	2.2053	1.8349	1.8349	326774.3928	274142.968	232858.4216	712368.1763	597631.6702	-0.004611459968602971
300185.SZ	20180508	2.029	2.0384	2.0197	2.029	2.0384	-0.0094000000000002	-0.4611	103102.92	22358.985	0.3761	0.4428	1.0	33.2103	32.4673	1.3912	2.2364	2.1952	1.8433	1.8433	326774.3928	274142.968	232858.4216	709100.4324	594890.2406	-0.004583538689009407
300185.SZ	20180509	2.0197	2.029	2.0103	2.0103	2.029	-0.0186999999999999	-0.9216	139627.98	30102.001	0.5093	0.5996	1.38	32.9042	32.1681	1.3784	2.2158	2.1749	1.8605	1.8605	326774.3928	274142.968	232858.4216	702564.9445	589407.3812	0.0
300185.SZ	20180510	2.0103	2.0197	2.001	2.0197	2.0103	0.0093999999999998	0.4676	106126.61	22832.635	0.3871	0.4558	1.02	33.0573	32.3177	1.3848	2.2261	2.185	1.8519	1.8519	326774.3928	274142.968	232858.4216	705832.6884	592148.8109	-0.004654156557904567
300185.SZ	20180511	2.0103	2.0197	2.001	2.0103	2.0197	-0.0093999999999998	-0.4654	137645.81	29605.779	0.5021	0.5911	1.3	32.9042	32.1681	1.3784	2.2158	2.1749	1.8605	1.8605	326774.3928	274142.968	232858.4216	702564.9445	589407.3812	0.0
300185.SZ	20180514	2.0103	2.0197	2.001	2.0103	2.0103	0.0	0.0	93730.15	20140.35	0.3419	0.4025	0.78	32.9042	32.1681	1.3784	2.2158	2.1749	1.8605	1.8605	326774.3928	274142.968	232858.4216	702564.9445	589407.3812	0.0
300185.SZ	20180515	2.0103	2.0197	2.001	2.0197	2.0103	0.0093999999999998	0.4676	93594.02	20100.505	0.3414	0.4019	0.81	33.0573	32.3177	1.3848	2.2261	2.185	1.8519	1.8519	326774.3928	274142.968	232858.4216	705832.6884	592148.8109	-0.004654156557904567
