ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
603885.SH	20180502	14.997	15.0843	14.8418	14.9388	14.8418	0.0970000000000013	0.6536	18564.85	28655.765	0.3457	0.3457	0.5	20.8761	20.6849	3.0472	2.2297	2.1442	1.1596	1.1596	179701.3477	53701.3477	53701.3477	2767400.7546	827000.7546	0.0
603885.SH	20180503	14.9388	15.2007	14.5702	15.191	14.9388	0.2522000000000002	1.6882	25033.12	38683.921	0.4662	0.4662	0.64	21.2286	21.0342	3.0987	2.2673	2.1804	1.1403	1.1403	179701.3477	53701.3477	53701.3477	2814123.105	840963.105	-0.004469751826739507
603885.SH	20180504	15.1231	15.6858	15.0649	15.4142	15.191	0.2231999999999985	1.4693	42309.1	67583.339	0.7879	0.7879	1.15	21.5403	21.3431	3.1442	2.3006	2.2124	1.1238	1.1238	179701.3477	53701.3477	53701.3477	2855454.415	853314.415	0.0037757392534157556
603885.SH	20180507	15.4724	15.6955	15.3074	15.5112	15.4142	0.0970000000000013	0.6293	40510.02	64731.133	0.7544	0.7544	1.09	21.6759	21.4774	3.164	2.3151	2.2263	1.1168	1.1168	179701.3477	53701.3477	53701.3477	2873424.5497	858684.5497	0.0
603885.SH	20180508	15.5112	15.6082	15.2104	15.453	15.5112	-0.0582000000000011	-0.3752	22690.74	36014.615	0.4225	0.4225	0.67	21.5946	21.3968	3.1521	2.3064	2.218	1.121	1.121	179701.3477	53701.3477	53701.3477	2862642.4689	855462.4689	-0.007532517957678038
603885.SH	20180509	15.3366	15.5597	15.191	15.2783	15.453	-0.1746999999999996	-1.1305	39218.86	61987.128	0.7303	0.7303	1.32	21.3506	21.1551	3.1165	2.2803	2.1929	1.1338	1.1338	179701.3477	53701.3477	53701.3477	2830296.2263	845796.2263	-0.0019046621679113306
603885.SH	20180510	15.2492	15.5209	15.2104	15.3948	15.2783	0.1165000000000002	0.7625	39913.74	63173.209	0.7433	0.7433	1.18	21.5132	21.3162	3.1402	2.2977	2.2096	1.1252	1.1252	179701.3477	53701.3477	53701.3477	2851860.3880000007	852240.3879999998	0.004410580195910297
603885.SH	20180511	15.4627	15.4627	14.6284	14.7254	15.3948	-0.6693999999999996	-4.3482	60394.95	93393.995	1.1246	1.1246	1.64	20.5779	20.3894	3.0037	2.1978	2.1135	1.1764	1.1764	179701.3477	53701.3477	53701.3477	2727866.4581	815186.4581	-0.025031578089559584
603885.SH	20180514	14.3568	16.1805	14.3471	15.7828	14.7254	1.0573999999999997	7.1808	155105.63	242092.895	2.8883	2.8883	3.83	22.0555	21.8535	3.2194	2.3556	2.2653	1.0976	1.0976	179701.3477	53701.3477	53701.3477	2923740.9271	873720.9271	0.0030729655067542297
603885.SH	20180515	15.8313	15.8313	15.0358	15.453	15.7828	-0.3298000000000005	-2.0896	96930.61	153786.864	1.805	1.805	1.53	21.5946	21.3968	3.1521	2.3064	2.218	1.121	1.121	179701.3477	53701.3477	53701.3477	2862642.4689	855462.4689	-0.0018831294894195096
603885.SH	20180516	15.4239	15.5888	15.0552	15.3851	15.453	-0.0678999999999998	-0.4394	78008.22	123911.725	1.4526	1.4526	1.0	21.4997	21.3028	3.1382	2.2963	2.2082	1.1259	1.1259	179701.3477	53701.3477	53701.3477	2850063.3745	851703.3745	-0.005680821054136718
603885.SH	20180517	15.2977	15.3463	15.1134	15.1231	15.3851	-0.2619999999999987	-1.7029	37388.57	58501.519	0.6962	0.6962	0.43	21.1337	20.9401	3.0848	2.2572	2.1706	1.1454	1.1454	179701.3477	53701.3477	53701.3477	2801544.0106	837204.0106	-0.0006414028869742636
