ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
601838.SH	20180502	9.2394	9.2913	9.0579	9.1184	9.1011	0.0172999999999987	0.1901	173754.05	184104.596	4.8101	4.8101	0.9	9.7502	9.332	1.3399	3.9475	3.7567			361225.1334	36122.5134	36122.5134	3810925.1574	381092.5164	-0.011372609229689409
601838.SH	20180503	9.0147	9.2135	8.9888	9.1876	9.1184	0.0692000000000003	0.7589	180470.94	190183.524	4.9961	4.9961	0.92	9.8241	9.4027	1.3501	3.9774	3.7852			361225.1334	36122.5134	36122.5134	3839823.168	383982.3174	-0.0047128738734816865
601838.SH	20180504	9.1443	9.1789	9.0147	9.0233	9.1876	-0.164299999999999	-1.7883	159765.81	167786.20899999994	4.4229	4.4229	0.9	9.6485	9.2347	1.3259	3.9063	3.7175			361225.1334	36122.5134	36122.5134	3771190.3927	377119.0399	0.0019172586525992442
601838.SH	20180507	9.0406	9.1962	9.0061	9.1876	9.0233	0.164299999999999	1.8208	191678.79	202314.381	5.3064	5.3064	1.1	9.8241	9.4027	1.3501	3.9774	3.7852			361225.1334	36122.5134	36122.5134	3839823.168	383982.3174	-0.002829901171143694
601838.SH	20180508	9.1616	9.2913	9.1271	9.2394	9.1876	0.0518	0.5638	268935.09	286909.799	7.4451	7.4451	1.54	9.8795	9.4558	1.3577	3.9998	3.8065			361225.1334	36122.5134	36122.5134	3861496.676	386149.6682	-0.003744831915492272
601838.SH	20180509	9.2048	9.2221	9.1271	9.1876	9.2394	-0.0518	-0.5606	163390.63	173447.91100000002	4.5232	4.5232	0.84	9.8241	9.4027	1.3501	3.9774	3.7852			361225.1334	36122.5134	36122.5134	3839823.168	383982.3174	0.0028190169358700895
601838.SH	20180510	9.2135	9.2394	9.1011	9.1962	9.1876	0.0085999999999994	0.0936	140338.48	148795.796	3.8851	3.8851	0.73	9.8333	9.4116	1.3513	3.9811	3.7887			361225.1334	36122.5134	36122.5134	3843435.4194	384343.5426	-0.0018812118048757924
601838.SH	20180511	9.1789	9.2653	9.1271	9.1703	9.1962	-0.0259	-0.2816	178478.29	189966.09	4.9409	4.9409	0.97	9.8056	9.3851	1.3475	3.9699	3.778			361225.1334	36122.5134	36122.5134	3832598.6654	383259.8672	-0.0028352398503865527
601838.SH	20180514	9.1443	9.4987	9.1184	9.3777	9.1703	0.2074000000000016	2.2616	373393.21	402780.8	10.3369	10.3369	1.98	10.0274	9.5973	1.378	4.0597	3.8635			361225.1334	36122.5134	36122.5134	3919292.6974	391929.2704	-0.012902950616889048
601838.SH	20180515	9.2567	9.4036	9.2567	9.3777	9.3777	0.0	0.0	254760.26	274523.898	7.0527	7.0527	1.13	10.0274	9.5973	1.378	4.0597	3.8635			361225.1334	36122.5134	36122.5134	3919292.6974	391929.2704	-0.00553440609104595
601838.SH	20180516	9.3258	9.3518	9.2135	9.2221	9.3777	-0.1556000000000015	-1.6593	160896.66	172815.211	4.4542	4.4542	0.72	9.8611	9.4381	1.3551	3.9924	3.7994			361225.1334	36122.5134	36122.5134	3854272.1734	385427.218	0.0018759284761605858
601838.SH	20180517	9.2394	9.2999	9.1271	9.153	9.2221	-0.0690999999999988	-0.7493	127182.47	135443.979	3.5209	3.5209	0.57	9.7871	9.3674	1.345	3.9624	3.7709			361225.1334	36122.5134	36122.5134	3825374.1627	382537.4169	-0.0018900906806512113
601838.SH	20180518	9.1357	9.2135	9.0493	9.1962	9.153	0.0431999999999988	0.472	154909.49	163793.467	4.2884	4.2884	0.71	9.8333	9.4116	1.3513	3.9811	3.7887			361225.1334	36122.5134	36122.5134	3843435.4194	384343.5426	0.008460016093603867
601838.SH	20180521	9.274	9.3777	9.1962	9.3431	9.1962	0.1469000000000004	1.5974	270406.44	291153.029	7.4858	7.4858	1.26	9.9904	9.562	1.3729	4.0447	3.8492			361225.1334	36122.5134	36122.5134	3904843.6921	390484.3699	-0.002772099196198268
601838.SH	20180522	9.3172	9.5851	9.2048	9.5419	9.3431	0.1988000000000003	2.1278	453910.22	495739.902	12.5659	12.5659	2.34	10.203	9.7654	1.4021	4.1308	3.9311			361225.1334	36122.5134	36122.5134	3987925.4727	398792.5479	-0.008153512403190127
601838.SH	20180523	9.4641	9.5765	9.395	9.4728	9.5419	-0.0691000000000006	-0.7242	274970.11	301867.783	7.6122	7.6122	1.18	10.1291	9.6946	1.392	4.1009	3.9027			361225.1334	36122.5134	36122.5134	3959027.4621	395902.7469	-0.001826281564056959
601838.SH	20180524	9.4555	9.5246	9.3518	9.3604	9.4728	-0.1123999999999991	-1.1866	212345.4	231967.668	5.8785	5.8785	0.83	10.0089	9.5797	1.3755	4.0522	3.8564			361225.1334	36122.5134	36122.5134	3912068.1947	391206.8201	-0.00369642322977662
601838.SH	20180525	9.3258	9.4641	9.2653	9.4036	9.3604	0.0432000000000005	0.4615	207172.23	223807.923	5.7353	5.7353	0.76	10.0551	9.6239	1.3818	4.0709	3.8742			361225.1334	36122.5134	36122.5134	3930129.4514	393012.9458	-0.005508528648602669
601838.SH	20180528	9.3518	9.4296	9.2135	9.2394	9.4036	-0.164200000000001	-1.7461	177798.84	191668.204	4.9221	4.9221	0.63	9.8795	9.4558	1.3577	3.9998	3.8065			361225.1334	36122.5134	36122.5134	3861496.676	386149.6682	-0.007478840617356171
601838.SH	20180529	9.1703	9.3172	9.0838	9.2567	9.2394	0.0173000000000005	0.1872	204975.19	218001.433	5.6744	5.6744	0.77	9.898	9.4735	1.3602	4.0073	3.8136			361225.1334	36122.5134	36122.5134	3868721.1787	386872.1185	-0.014000669785128603
601838.SH	20180530	9.1271	9.5506	9.0752	9.3431	9.2567	0.0863999999999993	0.9334	432509.26	467035.822	11.9734	11.9734	2.01	9.9904	9.562	1.3729	4.0447	3.8492			361225.1334	36122.5134	36122.5134	3904843.6921	390484.3699	-0.010167931414626715
601838.SH	20180531	9.2481	9.6283	9.2048	9.6197	9.3431	0.2766000000000002	2.9605	504756.32	552836.84	13.9735	13.9735	2.04	10.2862	9.845	1.4136	4.1645	3.9632			361225.1334	36122.5134	36122.5134	4020435.7347	402043.5741	-0.011684356060999736
601838.SH	20180601	9.5073	9.8444	9.4209	9.6543	9.6197	0.0345999999999993	0.3597	458308.29	509051.97	12.6876	12.6876	1.5	10.3232	9.8804	1.4186	4.1794	3.9774			361225.1334	36122.5134	36122.5134	4034884.7401	403488.4747	0.004474690034492462
601838.SH	20180604	9.6975	9.8358	9.4901	9.5678	9.6543	-0.0864999999999991	-0.8959999999999999	360738.69	403174.83700000006	9.9865	9.9865	1.01	10.2307	9.792	1.4059	4.142	3.9418			361225.1334	36122.5134	36122.5134	3998762.2267	399876.2233	-0.008120989151111029
601838.SH	20180605	9.4901	9.6111	9.3863	9.5678	9.5678	0.0	0.0	294997.76	323733.939	8.1666	8.1666	0.75	10.2307	9.792	1.4059	4.142	3.9418			361225.1334	36122.5134	36122.5134	3998762.2267	399876.2233	-0.005413992767407352
601838.SH	20180606	9.516	9.5938	9.4123	9.5592	9.5678	-0.0085999999999994	-0.0899	241302.43	265737.311	6.6801	6.6801	0.59	10.2215	9.7831	1.4047	4.1383	3.9383			361225.1334	36122.5134	36122.5134	3995149.9754	399514.9982	0.0
601838.SH	20180607	9.5592	9.7407	9.4814	9.6111	9.5592	0.0518999999999998	0.5429	353888.96	393827.113	9.7969	9.7969	0.95	10.2769	9.8362	1.4123	4.1607	3.9596			361225.1334	36122.5134	36122.5134	4016823.4834	401682.349	-0.012756084111079924
601838.SH	20180608	9.4885	9.5506	9.1161	9.1427	9.6127	-0.4700000000000006	-4.8894	386650.32	404804.309	10.7039	10.7039	1.13	9.5284	9.1197	1.3577	3.8577	3.6712		2.72	361225.1334	36122.5134	36122.5134	3724231.1254	372423.1132	-0.012611154254213691
601838.SH	20180611	9.0274	9.1161	8.9121	9.0274	9.1427	-0.1152999999999995	-1.2611	179532.42	182218.44	4.9701	4.9701	0.55	9.4082	9.0047	1.3406	3.809	3.6249		2.75	361225.1334	36122.5134	36122.5134	3677271.858	367727.1864	-0.0019717748188846592
