ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
300873.SZ	20200824	48.9641	58.6355	48.6853	57.75899999999999	30.5976	27.1614	88.7697	166324.89	872223.685	52.6105	52.6105		60.2079	45.0225	4.6175	8.4012	8.0516			13333.3334	3161.4397	3161.4397	773200.0039	183331.8882	-0.03173011998130154
300873.SZ	20200825	55.9263	79.6813	55.7769	79.5319	57.75899999999999	21.7729	37.6961	191448.58	1254703.965	60.5574	60.5574		82.904	61.9942	6.3582	11.5682	11.0868			13333.3334	3161.4397	3161.4397	1064666.672	252440.96	-0.09831023777880318
300873.SZ	20200826	71.7131	81.4641	68.2271	70.0	79.5319	-9.531899999999991	-11.985	160995.04	1187639.35	50.9246	50.9246		72.968	54.5642	5.5961	10.1817	9.758			13333.3334	3161.4397	3161.4397	937066.6714	222185.9821	-0.000711428571428639
300873.SZ	20200827	69.9502	71.7131	59.2629	60.3586	70.0	-9.641399999999996	-13.7734	120956.62	772876.8459999998	38.26	38.26		62.9178	47.0488	4.8254	8.7794	8.414			13333.3334	3161.4397	3161.4397	808000.0040000002	191583.2458	-0.042905236370624905
300873.SZ	20200828	57.7689	58.7351	52.49	52.7988	60.3586	-7.559800000000003	-12.5248	107805.08	595243.894	34.1	34.1		55.0375	41.1561	4.221	7.6798	7.3602			13333.3334	3161.4397	3161.4397	706800.0035	167587.9185	-0.00018939824389944488
300873.SZ	20200831	52.7888	53.9841	51.5936	53.1375	52.7988	0.3387000000000029	0.6415	65145.52	346648.46	20.6063	20.6063	0.44	55.3905	41.4201	4.2481	7.729	7.4074			13333.3334	3161.4397	3161.4397	711333.3369	168662.80800000002	-0.017994824747118374
300873.SZ	20200901	52.1813	52.3108	49.4223	50.0996	53.1375	-3.0379000000000005	-5.7171	71621.44	365122.622	22.6547	22.6547	0.55	52.2238	39.0521	4.0052	7.2872	6.9839			13333.3334	3161.4397	3161.4397	670666.67	159020.4169	0.02266485161558177
300873.SZ	20200902	51.2351	56.0558	50.7968	54.7211	50.0996	4.6214999999999975	9.2246	119115.21	647533.7679999999	37.6775	37.6775	1.13	57.0413	42.6545	4.3747	7.9594	7.6281			13333.3334	3161.4397	3161.4397	732533.337	173689.4971	-0.026209268454033215
300873.SZ	20200903	53.2869	53.6554	49.6016	49.6514	54.7211	-5.069699999999997	-9.2646	90494.36	463370.019	28.6244	28.6244	0.93	51.7566	38.7027	3.9694	7.222	6.9214			13333.3334	3161.4397	3161.4397	664666.67	157597.769	-0.0006021985281382785
300873.SZ	20200904	49.6215	52.0916	48.9143	50.8566	49.6514	1.2051999999999978	2.4273	61045.48	310376.154	19.3094	19.3094	0.67	53.0129	39.6421	4.0657	7.3973	7.0894			13333.3334	3161.4397	3161.4397	680800.0034	161423.1111	-0.01684343821647535
300873.SZ	20200907	50.0	50.6873	48.6853	49.2032	50.8566	-1.6533999999999978	-3.2511	60872.25	301735.98600000003	19.2546	19.2546	0.75	51.2894	38.3533	3.9335	7.1568	6.8589			13333.3334	3161.4397	3161.4397	658666.67	156175.1212	-0.0036440719302810566
300873.SZ	20200908	49.0239	49.7709	48.6853	48.8944	49.2032	-0.3088000000000051	-0.6276	41326.24	203752.362	13.072	13.072	0.51	50.9675	38.1127	3.9089	7.1119	6.8159			13333.3334	3161.4397	3161.4397	654533.3366	155195.0749	-0.014054779279426626
300873.SZ	20200909	48.2072	48.2072	44.8207	45.1793	48.8944	-3.7151	-7.5982	56849.98	263956.764	17.9823	17.9823	0.76	47.0949	35.2168	3.6119	6.5715	6.297999999999999			13333.3334	3161.4397	3161.4397	604800.003	143402.9048	0.027556867857625164
